rootId,shortName,address,phone,schedule,yandexLocation.latitude,yandexLocation.longitude
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, MUSTAFA KEMAL MAHALLESI 2156 SOKAK NO: 14 A CANKAYA ANKARA",+90 (312) 2200891,пн-пт: 08:30-17:00,39.911442,32.773104
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, ALTAY MAHALLESI ORHAN BEY CADDE NO: 71 ETIMESGUT ANKARA",+90 (312) 2807290,пн-пт: 08:30-17:00,39.977947,32.646264
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, TOPCU MAHALLESI 1505 SOKAK NO: 16 A/C ETIMESGUT ANKARA",+90 (312) 2632428,пн-пт: 08:30-17:00,39.954673,32.618646
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, CENGIZHAN MAHALLESI SULTAN FATIH CADDE NO: 5 A MAMAK ANKARA",+90 (312) 5640594,пн-пт: 08:30-17:00,39.896603,32.922724
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, SAFAK MAHALLESI KARANFIL CADDE NO: 13 A GOLBASI ANKARA",+90 (312) 4849930,пн-пт: 08:30-17:00,39.796906,32.808912
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, TANDOGAN MAHALLESI AHI MESUD BULVAR NO: 251 B SINCAN ANKARA",+90 (312) 2617752,пн-пт: 08:30-17:00,39.96062,32.565856
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, MUTLU MAHALLESI 723 SOKAK NO: 7 B MAMAK ANKARA",+90 (312) 3967901,пн-пт: 08:30-17:00,39.906181,32.913609
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, MUTLU MAHALLESI IMAM ALIM SULTAN CADDE NO: 119 A MAMAK ANKARA",+90 (312) 3658071,пн-пт: 08:30-17:00,39.910814,32.898053
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, MENDERES MAHALLESI HATIPOGLU CADDE NO: 38 SINCAN ANKARA",+90 (312) 5095000,пн-пт: 08:30-17:00,40.007685,32.527126
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, ALTAY MAHALLESI ORHAN BEY CADDE NO: 5 B ETIMESGUT ANKARA",+90 (312) 2823131,пн-пт: 08:30-17:00,39.968121,32.636141
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, ISTASYON MAHALLESI OR SOKAK NO: 1 ETIMESGUT ANKARA",+90 (312) 2525504,пн-пт: 08:30-17:00,39.942701,32.664477
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, SEFKAT MAHALLESI DR. BESIM OMER CADDE NO: 61 KECIOREN ANKARA",+90 (312) 3390058,пн-пт: 08:30-17:00,39.976099,32.877435
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, ATAKENT MAHALLESI 804 CADDE NO: 7 AG ETIMESGUT ANKARA",+90 (312) 2455964,пн-пт: 08:30-17:00,39.95125,32.607103
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, MUSTAFA KEMAL MAHALLESI DUMLUPINAR BULVAR NO: 276 CANKAYA ANKARA",+90 (312) 5115839,пн-пт: 08:30-17:00,39.908073,32.751933
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, MUSTAFA KEMAL MAHALLESI 2151 CADDE NO: 34 B CANKAYA ANKARA",+90 (312) 2221750,пн-пт: 08:30-17:00,39.911713,32.781474
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, MUSTAFA KEMAL MAHALLESI 2155 CADDE NO: 3 CANKAYA ANKARA",+90 (312) 2861695,пн-пт: 08:30-17:00,39.911965,32.780584
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, MUSTAFA KEMAL MAHALLESI DUMLUPINAR BULVAR NO: 154 A CANKAYA ANKARA",+90 (312) 2197036,пн-пт: 08:30-17:00,39.909243,32.779811
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, IVEDIKOSB MAHALLESI 1122 CADDE NO: 40 YENIMAHALLE ANKARA",+90 (312) 3154794,пн-пт: 08:30-17:00,39.987493,32.741916
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, MUSTAFA KEMAL MAHALLESI 2142 CADDE NO: 5 A CANKAYA ANKARA",+90 (312) 2152014,пн-пт: 08:30-17:00,39.911689,32.772248
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, BESTEPE MAHALLESI MISKET CADDE NO: 48 YENIMAHALLE ANKARA",+90 (312) 2152606,пн-пт: 08:30-17:00,39.928956,32.813953
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, YESILEVLER MAHALLESI 917 CADDE NO: 56 YENIMAHALLE ANKARA",+90 (312) 3365777,пн-пт: 08:30-17:00,39.975489,32.787722
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, BESTEPE MAHALLESI SOGUTOZU CADDE NO: 8 YENIMAHALLE ANKARA",+90 (312) 3102846,пн-пт: 08:30-17:00,39.916623,32.801958
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, AYRANCI MAHALLESI DIKMEN CADDE NO: 11 CANKAYA ANKARA",+90 (312) 4736200,пн-пт: 08:30-17:00,39.900293,32.844763
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, YILDIRIM MAHALLESI KURTULUS CADDE NO: 139 B YILDIRIM BURSA",+90 (224) 3648994,пн-пт: 08:30-17:00,40.189713,29.081198
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, CELTIKCI MAHALLESI CELTIKCI CUMHURIYET MEYDAN NO: 4 MUSTAFAKEMALPASA BURSA",+90 (248) 2335175,пн-пт: 08:30-17:00,40.0621,28.2325
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, YUNUS EMRE MAHALLESI 43 NOLU SOKAK NO: 10 MUSTAFAKEMALPASA BURSA",+90 (246) 2272025,пн-пт: 08:30-17:00,40.032841,28.384817
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, DEMIRSUBASI MAHALLESI IBRAHIM AKIT CADDE NO: 2 GEMLIK BURSA",+90 (224) 5132818,пн-пт: 08:30-17:00,40.431153,29.154469
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, EMEK ZEKAI GUMUSDIS MAHALLESI MARESAL FEVZI CAKMAK CADDE NO: 4 OSMANGAZI BURSA",+90 (224) 2428573,пн-пт: 08:30-17:00,40.255557,28.954074
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, GECIT MAHALLESI 2. GECIT SOKAK NO: 4 OSMANGAZI BURSA",+90 (224) 2464575,пн-пт: 08:30-17:00,40.273468,28.94393
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, YUNUSELI MAHALLESI BILADIYUNUS CADDE NO: 36 /2 OSMANGAZI BURSA",+90 (224) 2505065,пн-пт: 08:30-17:00,40.251364,29.017851
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, BAGLARBASI MAHALLESI 3. CIMEN SOKAK NO: 16 OSMANGAZI BURSA",+90 (224) 2470622,пн-пт: 08:30-17:00,40.233257,28.988608
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, HURRIYET MAHALLESI 1. NAMIKKEMAL SOKAK NO: 6 OSMANGAZI BURSA",+90 (224) 2477979,пн-пт: 08:30-17:00,40.220124,29.005978
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, YENIBAGLAR MAHALLESI ADIL SOKAK NO: 2 OSMANGAZI BURSA",+90 (224) 2417401,пн-пт: 08:30-17:00,40.253388,28.970653
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, AKPINAR MAHALLESI HANCI CADDE NO: 44 B OSMANGAZI BURSA",+90 (224) 2449648,пн-пт: 08:30-17:00,40.247666,28.967627
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, HAMITLER MAHALLESI NENEHATUN CADDE NO: 9 OSMANGAZI BURSA",+90 (224) 2474280,пн-пт: 08:30-17:00,40.242004,28.995267
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, GUNESTEPE MAHALLESI 1. SENTEPE SOKAK NO: 4 A OSMANGAZI BURSA",+90 (224) 2488842,пн-пт: 08:30-17:00,40.252178,28.994288
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, EMEK ADNAN MENDERES MAHALLESI OSMANAGA CADDE NO: 69 OSMANGAZI BURSA",+90 (224) 2456851,пн-пт: 08:30-17:00,40.25648,28.962915
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, TEPECIK MAHALLESI BELEDIYE CADDE NO: 29 MUSTAFAKEMALPASA BURSA",+90 (224) 6769636,пн-пт: 08:30-17:00,40.1215,28.4266
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, YENIKARAMAN MAHALLESI POLAT CADDE NO: 96 -98A OSMANGAZI BURSA",+90 (224) 2487606,пн-пт: 08:30-17:00,40.222202,28.997208
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, MERKEZ MAHALLESI CUMHURIYET MEYDAN NO: 1 HARMANCIK BURSA",+90 (226) 2451600,пн-пт: 08:30-17:00,39.701291,29.115802
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, IHSANIYE MAHALLESI DEGIRMEN(110) SOKAK NO: 39 NILUFER BURSA",+90 (224) 2477979,пн-пт: 08:30-17:00,40.215608,28.984884
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, CUMHURIYET MAHALLESI ATATURK CADDE NO: 26 BUYUKORHAN BURSA",+90 (224) 8812322,пн-пт: 08:30-17:00,39.771558,28.886235
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, ALTINOVA MAHALLESI 11 EYLUL BULVAR NO: 9 OSMANGAZI BURSA",+90 (224) 2727796,пн-пт: 08:30-17:00,40.220279,29.093777
ST01235,Getmoneyglobal at POST OFFICE,"г. БУРСА, MILLET MAHALLESI YUNUS EMRE BULVAR NO: 15 B YILDIRIM BURSA",+90 (224) 2622251,пн-пт: 08:30-17:00,40.206792,29.095306
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, CAMLICA MAHALLESI HAKKI DEMIREL CADDE NO: 9 ISLAHIYE GAZIANTEP",+90 (344) 2150922,пн-пт: 08:30-17:00,37.025981,36.635927
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, OGUZLAR MAHALLESI YESIL SOKAK NO: 9 OGUZELI GAZIANTEP",+90 (342) 6412001,пн-пт: 08:30-17:00,36.960121,37.510726
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, YESILOVA MAHALLESI GAZIANTEP CADDE NO: 98 ARABAN GAZIANTEP",+90 (342) 6713400,пн-пт: 08:30-17:00,37.424595,37.681828
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, ATATURK MAHALLESI ATA CADDE NO: 51 NURDAGI GAZIANTEP",+90 (344) 2111452,пн-пт: 08:30-17:00,37.181157,36.73548
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, INCILI PINAR MAHALLESI GAZI MUHTAR PASA BULVAR NO: 10 SEHITKAMIL GAZIANTEP",+90 (342) 2201342,пн-пт: 08:30-17:00,37.066506,37.370455
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, INCILI PINAR MAHALLESI PRF. MUAMMER AKSOY BULVAR NO: 7 SEHITKAMIL GAZIANTEP",+90 (342) 2316212,пн-пт: 08:30-17:00,37.068537,37.370037
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, DEGIRMICEM MAHALLESI MEHMET EMIN KILICKALE CADDE NO: 19 SEHITKAMIL GAZIANTEP",+90 (342) 2250001,пн-пт: 08:30-17:00,37.065194,37.369609
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, DEGIRMICEM MAHALLESI GAZI MUHTAR PASA BULVAR NO: 45 E SEHITKAMIL GAZIANTEP",+90 (342) 3241427,пн-пт: 08:30-17:00,37.072325,37.36581
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, ALLEBEN MAHALLESI SAIR NABI SOKAK NO: 5 SAHINBEY GAZIANTEP",+90 (342) 2204440,пн-пт: 08:30-17:00,37.061537,37.365591
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, HURRIYET MAHALLESI GAZIANTEP CADDE NO: 25 YAVUZELI GAZIANTEP",+90 (342) 8621000,пн-пт: 08:30-17:00,37.425003,37.687427
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, CARSI MAHALLESI ETILER CADDE NO: 73 KARKAMIS GAZIANTEP",+90 (342) 6112001,пн-пт: 08:30-17:00,36.835801,37.995321
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, MIMAR SINAN MAHALLESI MUSTAFA KOKMEN BULVAR NO: 1 NIZIP GAZIANTEP",+90 (342) 5199982,пн-пт: 08:30-17:00,37.013583,37.808338
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, SAHA MAHALLESI CUMHURIYET CADDE NO: 48 NIZIP GAZIANTEP",+90 (342) 5612019,пн-пт: 08:30-17:00,37.005673,37.790002
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, YUNUS EMRE MAHALLESI ALAATTIN SOKAK NO: 1 NIZIP GAZIANTEP",+90 (342) 5713001,пн-пт: 08:30-17:00,36.996509,37.796224
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, MERVESEHIR MAHALLESI 49001NOLU CADDE NO: 2 SEHITKAMIL GAZIANTEP",+90 (342) 3294129,пн-пт: 08:30-17:00,37.088671,37.391476
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, ZEYTINLI MAHALLESI CETIN EMEC CADDE NO: 65 A SEHITKAMIL GAZIANTEP",+90 (342) 3292022,пн-пт: 08:30-17:00,37.087747,37.363594
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, SANAYI MAHALLESI ANAFARTALAR BULVAR NO: 10 SEHITKAMIL GAZIANTEP",+90 (342) 2413111,пн-пт: 08:30-17:00,37.079101,37.429721
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, ATAKENT MAHALLESI 02015 NOLU CADDE NO: 18 A SEHITKAMIL GAZIANTEP",+90 (342) 2503400,пн-пт: 08:30-17:00,37.088014,37.43915
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, MITHATPASA MAHALLESI TEKEL CADDE NO: 24 SEHITKAMIL GAZIANTEP",+90 (342) 3291484,пн-пт: 08:30-17:00,37.077789,37.385195
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, KARACAAHMET MAHALLESI 38069 NOLU SOKAK NO: 15 SEHITKAMIL GAZIANTEP",+90 (342) 5171101,пн-пт: 08:30-17:00,37.129486,37.427314
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, SANAYI MAHALLESI ERDOGAN ERGONUL CADDE NO: 3 SEHITKAMIL GAZIANTEP",+90 (342) 2470154,пн-пт: 08:30-17:00,37.08758,37.434822
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, BEYKENT MAHALLESI 85003 CADDE NO: 29 B SEHITKAMIL GAZIANTEP",+90 (342) 2504070,пн-пт: 08:30-17:00,37.12571,37.40659
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, KARACAOGLAN MAHALLESI HAFIZ TEVFIK CADDE NO: 8 A SEHITKAMIL GAZIANTEP",+90 (342) 3364298,пн-пт: 08:30-17:00,37.089969,37.385485
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, CUMHURIYET MAHALLESI TELGRAF SOKAK NO: 1 NIZIP GAZIANTEP",+90 (342) 5182643,пн-пт: 08:30-17:00,37.012232,37.791497
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, MUNUFPASA MAHALLESI KORUTURK CADDE NO: 198 SEHITKAMIL GAZIANTEP",+90 (342) 3241428,пн-пт: 08:30-17:00,37.078366,37.376033
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, MUCAHITLER MAHALLESI MARASAL FEVZI CAKMAK BULVAR NO: 106 SEHITKAMIL GAZIANTEP",+90 (342) 3227825,пн-пт: 08:30-17:00,37.081428,37.352949
ST01235,Getmoneyglobal at POST OFFICE,"г. ГАЗИАНТЕП, EYUPSULTAN MAHALLESI SEHIT ADEM SERIN SOKAK NO: 103 A SEHITKAMIL GAZIANTEP",+90 (342) 3360306,пн-пт: 08:30-17:00,37.082141,37.378644
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, GUMUSSUYU MAHALLESI INONU CADDE NO: 65 BEYOGLU ISTANBUL",+90 (212) 2566608,пн-пт: 08:30-17:00,41.037283,28.991742
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, BATTALGAZI MAHALLESI BOSNA BULVAR NO: 112 A SULTANBEYLI ISTANBUL",+90 (216) 5928477,пн-пт: 08:30-17:00,40.981487,29.266541
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, KURTKOY MAHALLESI ANKARA CADDE NO: 319 B PENDIK ISTANBUL",+90 (216) 5962028,пн-пт: 08:30-17:00,40.91441,29.300558
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, AHMET YESEVI MAHALLESI MUCAHIT CADDE NO: 51 B SULTANBEYLI ISTANBUL",+90 (216) 5932238,пн-пт: 08:30-17:00,40.973189,29.273909
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, GULLU BAGLAR MAHALLESI TANDOGAN CADDE NO: 69 B PENDIK ISTANBUL",+90 (216) 5921918,пн-пт: 08:30-17:00,40.89541,29.275101
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, ORHANGAZI MAHALLESI SEMANUR SOKAK NO: 2 A SULTANBEYLI ISTANBUL",+90 (216) 4898283,пн-пт: 08:30-17:00,40.944853,29.284627
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, HEKIMBASI MAHALLESI IMALAT SOKAK NO: 1 UMRANIYE ISTANBUL",+90 (216) 3370519,пн-пт: 08:30-17:00,41.060959,29.098405
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, ISTIKLAL MAHALLESI TALATPASA CADDE NO: 68 C UMRANIYE ISTANBUL",+90 (216) 4211612,пн-пт: 08:30-17:00,41.01573,29.096655
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, VELIBABA MAHALLESI YAKACIK CADDE NO: 41 A PENDIK ISTANBUL",+90 (216) 6118880,пн-пт: 08:30-17:00,40.902353,29.256549
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, ERTUGRUL GAZI MAHALLESI GUNDUZ SOKAK NO: 1 PENDIK ISTANBUL",+90 (216) 4278876,пн-пт: 08:30-17:00,40.918913,29.265696
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, SEYHLI MAHALLESI AKSEMSEDDIN CADDE NO: 31 A PENDIK ISTANBUL",+90 (216) 5962028,пн-пт: 08:30-17:00,40.907535,29.284664
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, YENISEHIR MAHALLESI MUSTAFA AKYOL SOKAK NO: 12 -1 PENDIK ISTANBUL",+90 (216) 4842097,пн-пт: 08:30-17:00,40.927637,29.307268
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, SULUNTEPE MAHALLESI AYINE SOKAK NO: 16 B PENDIK ISTANBUL",+90 (216) 3814445,пн-пт: 08:30-17:00,40.914815,29.279109
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, UGUR MUMCU MAHALLESI 2291. SOKAK NO: 31 SULTANGAZI ISTANBUL",+90 (212) 6673893,пн-пт: 08:30-17:00,41.100793,28.866667
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, CEMIL MERIC MAHALLESI ISTIKLAL CADDE NO: 14 UMRANIYE ISTANBUL",+90 (216) 5950949,пн-пт: 08:30-17:00,41.017668,29.138539
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, DUDULLU OSB MAHALLESI IMES-1. SOSYAL TESISLER SOKAK NO: 28 UMRANIYE ISTANBUL",+90 (216) 3682215,пн-пт: 08:30-17:00,41.004449,29.165211
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, CAMLIK MAHALLESI SEHIT BURAK KURTULUS CADDE NO: 60 -74 UMRANIYE ISTANBUL",+90 (216) 5953315,пн-пт: 08:30-17:00,41.008588,29.12952
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, PARSELLER MAHALLESI KARADENIZ CADDE NO: 23 A UMRANIYE ISTANBUL",+90 (216) 6212985,пн-пт: 08:30-17:00,41.026055,29.158903
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, SERIFALI MAHALLESI GARIP SOKAK NO: 11 UMRANIYE ISTANBUL",+90 (216) 5532820,пн-пт: 08:30-17:00,41.004364,29.145833
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, CUMHURIYET MAHALLESI EMIR SULTAN SOKAK NO: 22 SULTANGAZI ISTANBUL",+90 (212) 6673892,пн-пт: 08:30-17:00,41.08658,28.876158
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, MEHMET AKIF MAHALLESI ASYA SOKAK NO: 39 UMRANIYE ISTANBUL",+90 (216) 5531389,пн-пт: 08:30-17:00,41.010196,29.203178
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, NECIP FAZIL MAHALLESI HACI LEYLA BINGOL SOKAK NO: 2 UMRANIYE ISTANBUL",+90 (216) 3689200,пн-пт: 08:30-17:00,41.019787,29.178382
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, FERHATPASA MAHALLESI USKUDAR CADDE NO: 76 ATASEHIR ISTANBUL",+90 (216) 4715088,пн-пт: 08:30-17:00,40.987547,29.167487
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, BAHCELIEVLER MAHALLESI MEHMETCIK SOKAK NO: 7 BAHCELIEVLER ISTANBUL",+90 (212) 4451165,пн-пт: 08:30-17:00,40.997238,28.864659
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, HALIL RIFAT PASA MAHALLESI YUZER HAVUZ SOKAK NO: 1 SISLI ISTANBUL",+90 (212) 3233445,пн-пт: 08:30-17:00,41.060702,28.970342
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, KAYISDAGI MAHALLESI NASIR CADDE NO: 33 A ATASEHIR ISTANBUL",+90 (216) 3651275,пн-пт: 08:30-17:00,40.983676,29.144102
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, MEVLANA MAHALLESI SAKARYA CADDE NO: 18 C ATASEHIR ISTANBUL",+90 (216) 5048571,пн-пт: 08:30-17:00,40.988638,29.148771
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, FERHATPASA MAHALLESI 4. SOKAK NO: 30 A ATASEHIR ISTANBUL",+90 (216) 4724155,пн-пт: 08:30-17:00,40.986157,29.177322
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, KAYISDAGI MAHALLESI CANAN SOKAK NO: 2 ATASEHIR ISTANBUL",+90 (216) 4730234,пн-пт: 08:30-17:00,40.980483,29.154666
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, BAHCELIEVLER MAHALLESI IZZETTIN CALISLAR CADDE NO: 16 BAHCELIEVLER ISTANBUL",+90 (212) 6448653,пн-пт: 08:30-17:00,41.003354,28.870827
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, HAZNEDAR MAHALLESI KINALI CADDE NO: 8 GUNGOREN ISTANBUL",+90 (212) 5121314,пн-пт: 08:30-17:00,41.009519,28.87162
ST01235,Getmoneyglobal at POST OFFICE,"СТАМБУЛ, HAZNEDAR MAHALLESI BAGCILAR CADDE NO: 78 GUNGOREN ISTANBUL",+90 (212) 6471666,пн-пт: 08:30-17:00,41.012617,28.86504
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, DEVLET MAHALLESI HARP OKULU CADDE NO: 2 CANKAYA ANKARA",+90 (312) 4187755,пн-пт: 08:30-17:00,39.905526,32.840312
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, DEVLET MAHALLESI DIKMEN CADDE NO: 1 CANKAYA ANKARA",+90 (312) 4252565,пн-пт: 08:30-17:00,39.912505,32.848727
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, KAYAS MAHALLESI KAYAS CADDE NO: 61 MAMAK ANKARA",+90 (312) 3730342,пн-пт: 08:30-17:00,39.914736,32.964817
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, YESILBAYIR MAHALLESI SAGDUYU CADDE NO: 85 MAMAK ANKARA",+90 (312) 3755282,пн-пт: 08:30-17:00,39.904136,32.964107
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, UNIVERSITELER MAHALLESI DUMLUPINAR BULVAR NO: 149 CANKAYA ANKARA",+90 (312) 2874404,пн-пт: 08:30-17:00,39.905828,32.753765
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, CALDIRAN MAHALLESI SEHIT OMER HALISDEMIR BULVAR NO: 225 A KECIOREN ANKARA",+90 (312) 3388772,пн-пт: 08:30-17:00,39.984006,32.888376
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, KAVACIK SUBAYEVLERI MAHALLESI ADIL SOKAK NO: 13 A KECIOREN ANKARA",+90 (312) 3192212,пн-пт: 08:30-17:00,39.970455,32.871204
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, MACUN MAHALLESI 190 CADDE NO: 372 YENIMAHALLE ANKARA",+90 (312) 4173044,пн-пт: 08:30-17:00,39.980579,32.892215
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, UNIVERSITELER MAHALLESI DUMLUPINAR BULVAR NO: 151 A CANKAYA ANKARA",+90 (312) 2870918,пн-пт: 08:30-17:00,39.908472,32.777214
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, OGUZLAR MAHALLESI PROF. DR. NECMETTIN ERBAKAN CADDE NO: 52 ETIMESGUT ANKARA",+90 (312) 2633501,пн-пт: 08:30-17:00,39.964813,32.606735
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, BAGLICA MAHALLESI ETIMESGUT BULVAR NO: 29 /6 ETIMESGUT ANKARA",+90 (312) 2357051,пн-пт: 08:30-17:00,39.895396,32.647536
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, BAGLICA MAHALLESI MERMEROGLU CADDE NO: 22 C ETIMESGUT ANKARA",+90 (312) 2353024,пн-пт: 08:30-17:00,39.894521,32.648925
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, ELVAN MAHALLESI 1544 CADDE NO: 119 A ETIMESGUT ANKARA",+90 (312) 2293667,пн-пт: 08:30-17:00,39.948653,32.631344
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, GUVENEVLER MAHALLESI ALACAM SOKAK NO: 1 CANKAYA ANKARA",+90 (312) 4312020,пн-пт: 08:30-17:00,39.895875,32.857161
ST01235,Getmoneyglobal at POST OFFICE,"г. АНКАРА, YASAMKENT MAHALLESI 3297 CADDE NO: 2 R CANKAYA ANKARA",+90 (312) 2195526,пн-пт: 08:30-17:00,39.857481,32.645392
